employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Labour,10th,6.5,2,60097,Medchal,Rent,2W,3,57938,1170,Yes,Rarely Paid,53.13,265.65
Student,Primary,4.4,5,107316,Nalgonda,Family,None,4,42815,42005,No,Always On Time,59.93,299.65
Government,12th,14.1,5,95564,Medak,Family,Car,2,27203,22449,Yes,Rarely Paid,72.27,361.35
Farmer,12th,15.6,3,82450,Khammam,Own,None,2,51783,36212,Yes,Always On Time,74.62,373.1
Retired,Graduate,12.6,5,113445,Medak,Family,2W,1,25977,13720,Yes,Regularly Late,72.23,361.15
Student,10th,17.4,3,99513,Khammam,Own,Car,4,29014,40626,No,Always On Time,85.86,429.3
Government,Primary,12.3,2,25344,Medchal,Own,2W,1,42730,29022,Yes,Always On Time,44.46,222.3
Labour,Postgraduate,11.7,1,86273,Jagtial,Family,2W,1,52256,21606,No,Sometimes Late,77.35,386.75
Unemployed,Primary,13.8,2,49361,Rangareddy,Family,2W,2,26329,20762,No,Sometimes Late,58.71,293.55
Labour,12th,9.3,3,69899,Nizamabad,Rent,2W,3,43088,11566,No,Sometimes Late,58.9,294.5
Farmer,12th,10.9,4,55596,Rangareddy,Own,2W,4,21374,47829,No,Always On Time,50.81,254.05
Trader,Primary,13.9,1,97839,Nizamabad,Rent,None,1,28745,38418,No,Always On Time,86.44,432.2
Self-Employed,10th,10.1,0,88079,Khammam,Rent,Car,3,20069,5622,Yes,Regularly Late,79.19,395.95
Labour,10th,16.0,3,98001,Jagtial,Own,2W,4,44006,34853,No,Sometimes Late,83.0,415.0
Unemployed,Primary,2.9,2,25565,Mancherial,Family,Car,4,10756,2672,Yes,Sometimes Late,30.47,152.35
Labour,Graduate,20.0,0,20482,Jagtial,Rent,None,1,16933,5853,Yes,Rarely Paid,60.24,301.2
Labour,Graduate,3.6,3,48765,Mancherial,Rent,Car,3,44004,12636,No,Rarely Paid,39.78,198.9
Self-Employed,Postgraduate,4.1,0,105778,Mahabubabad,Rent,None,1,13566,886,No,Sometimes Late,76.15,380.75
Student,Postgraduate,6.7,3,79640,Adilabad,Own,None,3,40283,3467,Yes,Sometimes Late,59.87,299.35
Student,12th,12.7,4,8296,Kamareddy,Rent,None,4,59750,21728,No,Always On Time,29.86,149.3
Student,Primary,1.1,0,26592,Rangareddy,Family,Car,4,32096,17434,No,Regularly Late,34.95,174.75
Private,Primary,14.0,1,67607,Adilabad,Rent,Car,3,51049,47985,No,Sometimes Late,71.47,357.35
Gig Worker,Graduate,4.7,5,105372,Jagtial,Rent,Car,3,23110,42862,No,Sometimes Late,60.38,301.9
Self-Employed,Postgraduate,0.7,3,108527,Khammam,Own,None,1,18371,3355,No,Always On Time,61.05,305.25
Farmer,12th,11.8,5,18251,Kamareddy,Family,2W,4,56162,405,Yes,Always On Time,30.16,150.8
Self-Employed,Postgraduate,2.6,5,109002,Mahbubnagar,Family,Car,1,4482,48214,Yes,Regularly Late,57.23,286.15
Student,Primary,15.9,0,88870,Mahbubnagar,Rent,Car,4,21191,24945,No,Regularly Late,88.28,441.4
Self-Employed,Primary,8.4,0,111155,Warangal,Rent,2W,1,10625,37250,No,Regularly Late,82.6,413.0
Gig Worker,10th,3.4,0,20178,Medak,Family,None,3,29496,36292,No,Sometimes Late,35.19,175.95
Gig Worker,12th,16.5,2,99319,Khammam,Rent,Car,4,31394,47900,Yes,Sometimes Late,87.74,438.7
Self-Employed,Primary,10.6,2,74167,Mancherial,Own,2W,1,30546,26133,No,Regularly Late,66.32,331.6
Gig Worker,Postgraduate,11.1,0,55467,Mancherial,Family,None,3,10728,44800,No,Rarely Paid,64.38,321.9
Labour,Primary,6.8,3,69042,Kamareddy,Own,2W,3,55102,28,Yes,Sometimes Late,54.72,273.6
Labour,Primary,5.1,0,117604,Adilabad,Own,None,2,20029,36511,No,Regularly Late,77.65,388.25
Retired,Postgraduate,18.0,5,106342,Mahbubnagar,Rent,None,3,47640,4960,No,Sometimes Late,80.33,401.65
Private,10th,0.6,1,24148,Hyderabad,Rent,Car,3,36225,3284,Yes,Always On Time,29.64,148.2
Other,Graduate,6.2,5,34338,Bhadradri Kothagudem,Family,Car,2,52590,6287,Yes,Regularly Late,29.8,149.0
Labour,10th,1.3,1,110984,Adilabad,Own,2W,4,9692,30037,Yes,Always On Time,68.62,343.1
Farmer,Postgraduate,3.0,5,31450,Mahbubnagar,Own,Car,4,27985,27451,Yes,Regularly Late,23.56,117.8
Student,12th,15.2,3,96233,Warangal,Rent,Car,3,21408,37586,No,Regularly Late,80.92,404.6
Self-Employed,Graduate,15.0,3,22693,Kamareddy,Family,Car,3,29132,35126,Yes,Regularly Late,43.85,219.25
Other,Postgraduate,5.8,2,38283,Karimnagar,Family,None,2,30139,39683,Yes,Sometimes Late,41.17,205.85
Labour,Postgraduate,13.1,4,59817,Adilabad,Rent,Car,2,51062,21603,Yes,Sometimes Late,56.23,281.15
Labour,Postgraduate,13.4,0,27030,Rangareddy,Family,2W,4,16399,10457,No,Sometimes Late,53.62,268.1
Farmer,Postgraduate,19.9,2,34749,Warangal,Rent,2W,4,51559,12885,Yes,Sometimes Late,60.56,302.8
Government,Graduate,2.8,0,49499,Hyderabad,Own,2W,4,37463,39778,No,Sometimes Late,48.95,244.75
Other,10th,16.5,4,19764,Jagtial,Own,2W,1,38449,34418,Yes,Rarely Paid,41.3,206.5
Unemployed,Postgraduate,17.3,0,47746,Mahabubabad,Rent,Car,1,29868,29786,Yes,Always On Time,69.82,349.1
Self-Employed,10th,3.8,1,87714,Warangal,Own,None,4,40593,48244,No,Regularly Late,66.22,331.1
Government,Primary,2.9,0,55607,Bhadradri Kothagudem,Rent,None,1,42056,38033,No,Regularly Late,52.15,260.75
Student,Postgraduate,15.9,0,71296,Nizamabad,Rent,2W,3,56712,8368,No,Regularly Late,79.5,397.5
Farmer,12th,1.6,5,62795,Mancherial,Own,2W,2,54707,44795,No,Sometimes Late,37.13,185.65
Labour,Postgraduate,17.0,3,30829,Medak,Rent,2W,2,56972,19661,No,Regularly Late,50.91,254.55
Unemployed,10th,3.3,4,85551,Medchal,Family,None,4,26100,3081,Yes,Rarely Paid,54.39,271.95
Other,12th,3.1,5,84727,Mahabubabad,Own,None,3,37896,20724,No,Sometimes Late,50.35,251.75
Government,12th,12.5,2,97657,Kamareddy,Family,None,2,22986,23842,No,Regularly Late,80.91,404.55
Farmer,Postgraduate,0.1,4,41825,Bhadradri Kothagudem,Rent,None,3,8961,745,Yes,Sometimes Late,27.73,138.65
Unemployed,Graduate,13.5,2,63173,Mancherial,Rent,2W,3,51185,27647,Yes,Always On Time,65.17,325.85
Government,Graduate,0.8,1,71573,Hyderabad,Rent,2W,4,35081,43905,Yes,Rarely Paid,53.65,268.25
Farmer,10th,7.7,5,41182,Rangareddy,Own,2W,3,11277,33155,No,Rarely Paid,35.47,177.35
Government,Primary,9.8,1,12654,Siddipet,Own,None,1,28955,41602,Yes,Rarely Paid,37.69,188.45
Gig Worker,10th,1.1,2,98598,Rangareddy,Family,Car,3,20819,41595,Yes,Regularly Late,64.28,321.4
Private,12th,0.4,2,44496,Rangareddy,Family,2W,2,10163,10727,Yes,Sometimes Late,36.18,180.9
Gig Worker,Primary,9.2,2,118678,Jagtial,Rent,Car,4,36265,26038,No,Regularly Late,77.13,385.65
Gig Worker,Primary,7.7,1,115610,Hyderabad,Own,None,4,53298,48902,No,Rarely Paid,78.22,391.1
Farmer,Postgraduate,9.2,0,64784,Warangal,Own,2W,4,50578,8081,No,Regularly Late,66.19,330.95
Labour,12th,19.0,0,94556,Siddipet,Family,None,4,48468,38697,Yes,Always On Time,95.78,478.9
Self-Employed,Primary,15.8,0,9137,Nizamabad,Own,Car,1,20725,34405,Yes,Always On Time,48.27,241.35
Other,10th,12.6,5,50676,Warangal,Family,2W,1,33886,7734,No,Always On Time,47.57,237.85
Self-Employed,Graduate,2.7,3,66611,Adilabad,Rent,2W,4,27553,38293,No,Always On Time,47.36,236.8
Other,Graduate,0.3,0,76603,Adilabad,Own,2W,1,32679,1391,No,Sometimes Late,58.75,293.75
Farmer,12th,4.5,1,25768,Medchal,Own,None,1,36535,4458,No,Rarely Paid,36.3,181.5
Self-Employed,12th,19.8,5,47255,Adilabad,Rent,2W,1,21543,7787,No,Sometimes Late,56.66,283.3
Gig Worker,12th,7.2,3,35611,Medchal,Rent,Car,2,39244,48543,No,Regularly Late,38.61,193.05
Student,Primary,10.7,3,8839,Adilabad,Family,2W,1,13692,6134,Yes,Always On Time,30.47,152.35
Government,Graduate,10.4,4,108601,Mahabubabad,Family,Car,2,44651,2132,No,Regularly Late,72.27,361.35
Private,Postgraduate,7.8,3,26912,Bhadradri Kothagudem,Rent,2W,3,47737,21463,No,Rarely Paid,35.16,175.8
Student,Postgraduate,5.9,5,66187,Warangal,Rent,2W,4,8026,9403,Yes,Always On Time,45.28,226.4
Gig Worker,Graduate,14.1,2,108271,Karimnagar,Rent,Car,2,54103,31933,No,Rarely Paid,84.48,422.4
Gig Worker,12th,3.7,0,19691,Karimnagar,Own,Car,2,44992,16363,No,Regularly Late,35.4,177.0
Farmer,Postgraduate,17.0,0,73075,Bhadradri Kothagudem,Own,2W,1,12430,37628,Yes,Regularly Late,82.04,410.2
Government,10th,9.5,1,74879,Mahabubabad,Rent,None,2,45617,18563,Yes,Rarely Paid,68.36,341.8
Unemployed,Primary,19.3,0,103249,Kamareddy,Own,Car,3,16211,13940,No,Rarely Paid,98.95,494.75
Private,10th,16.1,4,53480,Mancherial,Family,Car,1,51700,7274,Yes,Regularly Late,57.56,287.8
Student,12th,18.6,1,50928,Kamareddy,Own,None,3,22535,49795,Yes,Regularly Late,70.03,350.15
Retired,Postgraduate,0.8,2,31802,Nizamabad,Own,2W,2,14566,11518,Yes,Rarely Paid,30.43,152.15
Labour,Postgraduate,9.3,4,19441,Karimnagar,Own,Car,2,49554,3737,No,Regularly Late,30.34,151.7
Student,Graduate,10.0,5,84673,Siddipet,Own,2W,3,26244,21770,No,Always On Time,60.67,303.35
Labour,Primary,11.0,2,49280,Mancherial,Rent,2W,4,37036,23671,Yes,Rarely Paid,54.47,272.35
Labour,12th,11.5,5,106485,Karimnagar,Own,2W,3,40783,44262,No,Always On Time,70.58,352.9
Trader,12th,14.7,0,72864,Kamareddy,Own,None,2,40271,32382,Yes,Rarely Paid,78.48,392.4
Government,12th,15.5,0,62136,Mahbubnagar,Rent,2W,3,12255,319,No,Sometimes Late,74.32,371.6
Unemployed,12th,6.6,2,94918,Kamareddy,Rent,Car,4,26748,8781,No,Regularly Late,70.69,353.45
Other,Graduate,2.1,2,68168,Karimnagar,Own,None,1,21817,43682,No,Sometimes Late,50.57,252.85
Labour,Graduate,8.9,3,96492,Warangal,Own,2W,3,10465,18966,Yes,Sometimes Late,71.6,358.0
Unemployed,12th,9.2,5,57946,Hyderabad,Rent,None,4,9607,31902,No,Always On Time,46.11,230.55
Gig Worker,Graduate,2.5,1,81423,Kamareddy,Rent,None,1,21271,5769,No,Rarely Paid,61.13,305.65
Gig Worker,Graduate,0.0,2,28887,Rangareddy,Family,None,4,28784,34411,Yes,Always On Time,27.78,138.9
Unemployed,12th,19.8,4,112399,Khammam,Rent,2W,4,33816,16230,Yes,Always On Time,86.37,431.85
Trader,12th,0.8,3,112386,Bhadradri Kothagudem,Family,Car,2,4007,35283,No,Rarely Paid,61.2,306.0
Labour,Primary,14.0,4,108263,Jagtial,Rent,2W,1,9736,32703,No,Always On Time,77.67,388.35
Retired,Graduate,9.5,1,73659,Nizamabad,Family,Car,4,12870,48264,Yes,Regularly Late,67.75,338.75
Unemployed,Graduate,0.8,4,97394,Mahbubnagar,Own,Car,1,31725,22406,No,Always On Time,56.56,282.8
Self-Employed,Graduate,13.5,1,95502,Siddipet,Family,Car,4,38992,595,Yes,Regularly Late,84.67,423.35
Student,10th,14.3,1,27517,Adilabad,Own,2W,4,10589,520,No,Rarely Paid,51.88,259.4
Government,Primary,18.1,1,42843,Warangal,Rent,2W,1,7140,16579,Yes,Sometimes Late,65.24,326.2
Unemployed,Primary,8.0,4,104627,Nizamabad,Own,2W,2,9678,33676,No,Regularly Late,68.67,343.35
Unemployed,Graduate,1.3,2,44385,Hyderabad,Rent,2W,1,45862,33272,Yes,Sometimes Late,37.48,187.4
Retired,10th,13.2,5,42054,Medak,Rent,2W,4,5086,32474,Yes,Always On Time,44.16,220.8
Self-Employed,Postgraduate,10.4,4,57661,Siddipet,Own,2W,1,46145,22985,No,Regularly Late,51.1,255.5
Other,Primary,7.2,0,51167,Nalgonda,Family,Car,3,54772,48637,No,Rarely Paid,56.38,281.9
Gig Worker,Postgraduate,14.8,5,61526,Mancherial,Family,None,3,49955,39381,Yes,Rarely Paid,56.3,281.5
Trader,Graduate,6.9,1,87228,Warangal,Family,None,3,46719,45651,Yes,Rarely Paid,70.63,353.15
Self-Employed,Graduate,19.9,2,20700,Kamareddy,Family,Car,1,36207,44157,Yes,Always On Time,53.53,267.65
Labour,12th,18.0,1,97442,Warangal,Family,Car,4,40937,21310,No,Sometimes Late,92.39,461.95
Gig Worker,10th,16.6,0,13739,Medchal,Rent,None,2,46715,36807,No,Sometimes Late,51.77,258.85
Other,Postgraduate,1.1,2,93846,Bhadradri Kothagudem,Family,None,3,4502,32201,Yes,Rarely Paid,61.91,309.55
Farmer,Primary,0.1,4,93122,Medak,Rent,Car,2,20510,25705,Yes,Rarely Paid,53.38,266.9
Government,Graduate,7.9,3,68695,Medak,Own,2W,4,51001,42009,Yes,Always On Time,56.2,281.0
Gig Worker,Graduate,3.8,5,20776,Hyderabad,Family,None,2,19877,800,Yes,Regularly Late,19.42,97.1
Unemployed,12th,19.1,1,72553,Mahabubabad,Family,Car,4,52390,43451,No,Always On Time,81.59,407.95
Other,Graduate,17.7,2,31775,Adilabad,Rent,None,3,10880,25276,No,Rarely Paid,55.77,278.85
Self-Employed,12th,6.1,3,113024,Mahbubnagar,Rent,Car,2,29566,5100,No,Regularly Late,69.15,345.75
Government,10th,15.0,2,83629,Mahbubnagar,Family,2W,3,29281,44828,Yes,Always On Time,77.65,388.25
Retired,Graduate,3.3,0,78345,Nalgonda,Own,Car,1,34515,22949,Yes,Regularly Late,64.12,320.6
Other,Graduate,14.6,2,40142,Mancherial,Own,Car,2,42581,44167,Yes,Regularly Late,55.3,276.5
Gig Worker,Primary,13.5,3,38751,Adilabad,Rent,2W,2,29022,21739,No,Rarely Paid,49.63,248.15
Government,Graduate,10.2,5,48164,Medak,Own,Car,2,39584,32572,No,Rarely Paid,42.72,213.6
Student,Primary,4.9,1,53105,Hyderabad,Family,Car,3,5533,32182,Yes,Always On Time,50.57,252.85
Farmer,Primary,15.6,0,81944,Warangal,Own,Car,4,3356,13102,Yes,Always On Time,84.37,421.85
Self-Employed,Graduate,9.4,5,63638,Hyderabad,Rent,None,3,22230,25808,Yes,Regularly Late,49.25,246.25
Private,Graduate,7.8,5,18506,Medak,Family,None,1,42352,38444,Yes,Always On Time,24.29,121.45
Gig Worker,12th,18.4,2,41475,Medak,Own,None,2,52352,31416,Yes,Regularly Late,61.67,308.35
Gig Worker,Primary,15.6,5,78700,Karimnagar,Rent,2W,1,9320,19136,No,Always On Time,66.08,330.4
Trader,12th,19.5,0,77302,Siddipet,Own,None,1,27212,9383,No,Sometimes Late,87.9,439.5
Farmer,12th,13.0,2,29130,Nalgonda,Own,Car,3,16230,44849,No,Rarely Paid,47.4,237.0
Other,12th,10.8,3,52133,Siddipet,Own,2W,3,39746,13356,No,Always On Time,52.27,261.35
Unemployed,Postgraduate,18.4,4,34247,Khammam,Own,2W,1,53829,15404,No,Sometimes Late,51.39,256.95
Retired,Primary,4.0,2,30389,Karimnagar,Family,Car,1,47767,45263,No,Always On Time,34.53,172.65
Farmer,12th,17.1,2,46110,Jagtial,Family,None,3,49004,8891,Yes,Regularly Late,62.04,310.2
Other,Primary,14.1,0,113735,Siddipet,Rent,Car,1,12045,37324,Yes,Sometimes Late,91.15,455.75
Private,10th,7.7,0,90731,Mahbubnagar,Rent,Car,1,18731,4095,No,Rarely Paid,76.92,384.6
Self-Employed,10th,11.3,3,117437,Siddipet,Own,2W,3,40772,39474,No,Regularly Late,76.95,384.75
Gig Worker,Graduate,16.6,5,111337,Bhadradri Kothagudem,Own,2W,2,30129,40604,No,Sometimes Late,78.23,391.15
Student,Primary,5.1,2,12278,Warangal,Own,None,4,16150,41556,No,Sometimes Late,27.12,135.6
Unemployed,Postgraduate,18.1,3,28190,Mahbubnagar,Rent,None,4,52100,30757,No,Rarely Paid,51.24,256.2
Student,Graduate,3.9,3,92413,Nalgonda,Rent,Car,2,39104,38254,Yes,Sometimes Late,62.06,310.3
Self-Employed,12th,15.1,0,30765,Khammam,Family,Car,3,23157,21604,No,Always On Time,58.03,290.15
Other,Graduate,5.0,1,118031,Nizamabad,Rent,None,2,46445,22473,Yes,Always On Time,74.17,370.85
Farmer,Postgraduate,14.1,1,65524,Hyderabad,Rent,2W,1,15403,1178,Yes,Rarely Paid,70.58,352.9
Self-Employed,12th,18.0,0,12859,Adilabad,Own,2W,1,12880,40643,No,Rarely Paid,53.43,267.15
Government,12th,11.3,4,44740,Warangal,Family,None,2,8992,10526,Yes,Regularly Late,45.99,229.95
Farmer,Primary,1.6,5,109161,Rangareddy,Family,None,1,32529,15486,Yes,Regularly Late,55.73,278.65
Unemployed,12th,14.2,1,73257,Khammam,Rent,2W,3,19675,32821,Yes,Regularly Late,74.6,373.0
Retired,10th,17.2,2,74170,Hyderabad,Own,Car,1,16568,31395,No,Sometimes Late,76.22,381.1
Other,Postgraduate,7.7,4,38563,Jagtial,Family,None,1,34395,35213,Yes,Regularly Late,37.5,187.5
Trader,Postgraduate,15.3,0,92231,Bhadradri Kothagudem,Own,2W,3,51430,34582,No,Regularly Late,89.07,445.35
Retired,Primary,18.5,5,103643,Mancherial,Rent,None,4,14495,40433,No,Regularly Late,81.08,405.4
Other,12th,9.0,2,60856,Nalgonda,Family,None,4,5606,12304,No,Regularly Late,57.26,286.3
Labour,Postgraduate,9.8,3,47958,Bhadradri Kothagudem,Own,2W,4,48279,49879,Yes,Sometimes Late,48.68,243.4
Labour,10th,6.1,0,114725,Warangal,Rent,2W,2,33470,40136,Yes,Sometimes Late,79.15,395.75
Self-Employed,10th,9.8,5,48340,Hyderabad,Family,2W,4,10944,10763,Yes,Always On Time,42.2,211.0
Labour,Postgraduate,3.3,0,60702,Mahabubabad,Own,Car,4,43343,13706,Yes,Always On Time,55.3,276.5
Labour,10th,3.2,5,118621,Jagtial,Family,None,4,6920,48919,Yes,Sometimes Late,58.13,290.65
Unemployed,Postgraduate,4.9,3,50221,Karimnagar,Family,Car,3,48541,30312,No,Sometimes Late,42.46,212.3
Retired,10th,16.9,0,103085,Warangal,Own,2W,1,28416,45106,No,Rarely Paid,95.35,476.75
Government,Graduate,18.3,0,44290,Medchal,Rent,None,2,36752,23919,No,Rarely Paid,69.6,348.0
Farmer,10th,14.5,1,81504,Nalgonda,Rent,None,4,8262,1350,No,Always On Time,79.17,395.85
Private,12th,5.1,3,18081,Nalgonda,Own,Car,1,59029,36012,Yes,Rarely Paid,26.69,133.45
Self-Employed,10th,15.6,1,36565,Warangal,Rent,2W,1,39061,27662,Yes,Sometimes Late,58.35,291.75
Self-Employed,12th,13.4,1,95706,Siddipet,Rent,2W,2,25196,19146,Yes,Sometimes Late,84.62,423.1
Student,10th,1.2,3,119207,Kamareddy,Rent,None,3,53688,5334,Yes,Regularly Late,61.8,309.0
Private,Postgraduate,9.7,3,34633,Kamareddy,Own,2W,4,3302,48806,Yes,Sometimes Late,41.87,209.35
Unemployed,Graduate,10.2,0,9304,Kamareddy,Rent,None,2,56232,21867,No,Rarely Paid,39.95,199.75
Labour,Postgraduate,17.0,4,44082,Warangal,Family,None,2,22448,42514,Yes,Always On Time,54.21,271.05
Trader,Graduate,4.4,5,31245,Jagtial,Rent,Car,3,34437,40878,Yes,Regularly Late,25.56,127.8
Labour,Postgraduate,18.0,1,46013,Mancherial,Rent,2W,4,10292,22030,No,Regularly Late,66.67,333.35
Trader,Postgraduate,15.1,1,74281,Medchal,Family,2W,4,45973,34279,No,Always On Time,76.46,382.3
Farmer,Graduate,18.2,5,43585,Nizamabad,Rent,Car,4,47105,13422,No,Always On Time,52.43,262.15
Labour,Graduate,3.2,2,24812,Jagtial,Family,2W,1,48438,4087,Yes,Rarely Paid,30.54,152.7
Unemployed,10th,17.7,5,88945,Rangareddy,Own,2W,1,4488,665,No,Regularly Late,74.36,371.8
Labour,Primary,1.3,1,32474,Khammam,Family,None,3,47924,12652,No,Always On Time,34.85,174.25
Gig Worker,12th,6.5,4,24645,Siddipet,Family,None,4,37732,13884,No,Rarely Paid,28.74,143.7
Private,Postgraduate,5.0,4,58692,Nalgonda,Rent,Car,3,52948,12278,No,Rarely Paid,43.51,217.55
Trader,12th,8.5,3,116241,Mahabubabad,Family,Car,2,36227,15561,Yes,Always On Time,72.75,363.75
Gig Worker,Postgraduate,2.5,2,79035,Karimnagar,Family,2W,2,40616,22802,No,Regularly Late,56.6,283.0
Other,Graduate,18.1,2,111803,Hyderabad,Own,2W,2,31164,21608,No,Regularly Late,90.48,452.4
Gig Worker,Graduate,5.2,3,20337,Warangal,Family,Car,4,55706,47624,No,Sometimes Late,27.97,139.85
Self-Employed,Graduate,17.9,3,105534,Khammam,Family,Car,2,52915,32641,No,Always On Time,86.85,434.25
Labour,10th,5.1,0,43525,Nalgonda,Rent,Car,3,52621,20278,No,Always On Time,49.41,247.05
Student,Primary,5.1,3,23982,Nizamabad,Family,Car,3,27391,41545,No,Regularly Late,29.64,148.2
Self-Employed,12th,4.4,4,98747,Siddipet,Own,2W,2,58460,30781,Yes,Sometimes Late,62.64,313.2
Labour,10th,10.5,0,19385,Karimnagar,Own,Car,2,27735,19887,Yes,Rarely Paid,45.44,227.2
Other,Primary,0.7,2,36578,Mahabubabad,Own,Car,3,48753,11452,No,Rarely Paid,32.67,163.35
Student,12th,13.9,3,59727,Khammam,Rent,Car,4,9382,5381,Yes,Rarely Paid,60.71,303.55
Government,Primary,13.1,2,22414,Rangareddy,Rent,Car,2,36247,45096,No,Regularly Late,44.19,220.95
Unemployed,Postgraduate,1.5,5,88878,Adilabad,Family,None,3,43117,1179,Yes,Rarely Paid,50.02,250.1
Self-Employed,Graduate,18.0,2,18625,Mahabubabad,Family,Car,3,48845,12154,No,Regularly Late,49.65,248.25
Self-Employed,10th,10.8,4,41373,Nalgonda,Family,2W,4,23175,25343,No,Always On Time,43.55,217.75
Trader,Graduate,17.6,0,97110,Karimnagar,Rent,None,3,22064,31770,No,Regularly Late,94.95,474.75
Student,Primary,10.2,0,8253,Kamareddy,Rent,Car,2,13982,8015,Yes,Rarely Paid,39.43,197.15
Labour,Postgraduate,4.7,1,37028,Adilabad,Rent,Car,3,51785,11750,No,Regularly Late,42.23,211.15
Private,12th,11.7,4,89177,Jagtial,Own,Car,1,34315,34678,Yes,Sometimes Late,68.81,344.05
Private,10th,8.7,1,82949,Adilabad,Rent,Car,4,54792,44445,Yes,Sometimes Late,71.19,355.95
Other,Postgraduate,3.5,2,9337,Khammam,Own,None,1,26074,25628,Yes,Rarely Paid,23.25,116.25
Retired,Postgraduate,9.7,1,55398,Nalgonda,Family,Car,1,22348,14554,No,Sometimes Late,58.92,294.6
Trader,Postgraduate,13.2,5,82069,Jagtial,Rent,Car,4,13141,30726,No,Sometimes Late,64.17,320.85
Private,10th,6.6,5,68292,Mancherial,Rent,None,3,44699,35548,No,Always On Time,47.38,236.9
Other,Graduate,6.5,4,91462,Jagtial,Rent,2W,4,9365,32261,Yes,Sometimes Late,62.15,310.75
Self-Employed,Graduate,19.7,1,24853,Nizamabad,Family,2W,3,41676,43234,No,Always On Time,58.64,293.2
Farmer,Primary,1.1,5,67951,Medchal,Family,2W,4,40257,28150,No,Always On Time,38.96,194.8
Student,Graduate,18.8,0,99415,Nizamabad,Rent,2W,4,54071,27098,Yes,Rarely Paid,97.91,489.55
Farmer,12th,7.0,5,87611,Kamareddy,Family,None,3,32965,18462,No,Sometimes Late,57.64,288.2
Labour,Graduate,6.6,0,8457,Adilabad,Rent,None,4,19716,12562,No,Regularly Late,34.13,170.65
Private,10th,0.2,4,94794,Nalgonda,Own,None,4,3512,25493,No,Sometimes Late,54.36,271.8
Private,10th,3.9,1,29772,Jagtial,Family,Car,4,37453,4884,No,Always On Time,37.4,187.0
Other,Graduate,18.9,4,88479,Hyderabad,Family,2W,1,57933,33682,Yes,Rarely Paid,79.26,396.3
Unemployed,Primary,2.2,1,18763,Mahbubnagar,Rent,None,4,32939,45153,No,Sometimes Late,29.35,146.75
Farmer,Postgraduate,18.7,2,10560,Bhadradri Kothagudem,Rent,2W,4,44694,7005,Yes,Regularly Late,46.66,233.3
Private,Primary,7.5,5,41927,Warangal,Rent,Car,3,56147,33232,No,Regularly Late,35.55,177.75
Unemployed,Primary,3.6,5,52412,Karimnagar,Own,None,1,19528,49781,Yes,Sometimes Late,34.94,174.7
Retired,Graduate,15.3,1,77678,Jagtial,Own,None,4,4352,40749,No,Rarely Paid,78.46,392.3
Other,10th,1.8,2,53212,Nizamabad,Own,None,3,34290,15863,No,Always On Time,42.64,213.2
Farmer,12th,0.6,2,58711,Medchal,Rent,2W,4,43370,38203,No,Regularly Late,43.59,217.95
Trader,Graduate,11.5,1,29032,Khammam,Rent,2W,4,17711,20414,Yes,Regularly Late,48.43,242.15
Other,10th,13.3,1,56198,Bhadradri Kothagudem,Rent,2W,1,36650,30595,Yes,Rarely Paid,64.72,323.6
Self-Employed,Postgraduate,9.7,3,102424,Karimnagar,Own,2W,4,57114,15599,Yes,Always On Time,74.55,372.75
Labour,Graduate,0.7,5,14543,Medak,Family,None,2,58445,12421,Yes,Rarely Paid,11.65,58.25
Unemployed,10th,19.8,5,18140,Bhadradri Kothagudem,Rent,Car,1,22352,35688,Yes,Rarely Paid,42.1,210.5
Unemployed,12th,18.9,1,110142,Adilabad,Own,Car,2,33757,19939,No,Always On Time,95.02,475.1
Student,12th,15.1,2,117047,Nalgonda,Rent,2W,3,59051,25527,Yes,Rarely Paid,85.98,429.9
Trader,Postgraduate,13.2,4,89800,Khammam,Own,Car,4,40955,28015,Yes,Sometimes Late,71.37,356.85
Other,12th,10.3,3,104058,Warangal,Family,Car,3,3801,15890,Yes,Sometimes Late,75.45,377.25
Labour,12th,18.5,0,55043,Warangal,Family,Car,1,27056,34048,No,Sometimes Late,75.27,376.35
Government,Postgraduate,10.1,2,86778,Nalgonda,Rent,Car,1,36844,13726,Yes,Sometimes Late,71.87,359.35
Government,10th,17.7,4,29305,Mancherial,Family,None,4,13371,8329,No,Sometimes Late,47.87,239.35
Self-Employed,Postgraduate,1.2,2,87230,Hyderabad,Rent,Car,3,38278,34814,Yes,Sometimes Late,58.75,293.75
Self-Employed,12th,12.8,5,71091,Mahbubnagar,Own,2W,4,25760,13288,Yes,Regularly Late,58.08,290.4
Government,Primary,9.4,5,30909,Nalgonda,Family,2W,2,44875,40589,No,Rarely Paid,32.89,164.45
