employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Trader,12th,5.76,4,31211,Siddipet,Family,2W,3,4743,15950,No,Rarely Paid,30.91,139.55
Farmer,12th,7.45,0,31662,Jagtial,Rent,None,1,29997,113,No,Always On Time,47.01,257.05
Farmer,Primary,11.37,4,79387,Mahabubabad,Own,2W,4,3710,12450,Yes,Sometimes Late,63.42,307.1
Labour,Primary,8.2,1,86810,Medak,Family,2W,2,35975,3394,Yes,Always On Time,72.37,368.85
Gig Worker,Primary,1.37,3,33247,Bhadradri Kothagudem,Family,2W,2,35247,38468,Yes,Rarely Paid,28.68,126.4
Government,Primary,1.47,3,114949,Medchal,Rent,None,2,46930,3462,No,Always On Time,62.2,291.0
Unemployed,Primary,12.83,2,108914,Bhadradri Kothagudem,Rent,2W,1,22716,25357,Yes,Regularly Late,82.58,402.9
Unemployed,10th,19.14,3,45097,Warangal,Family,Car,3,42716,20309,Yes,Always On Time,61.26,309.3
Farmer,10th,6.84,1,25139,Kamareddy,Rent,Car,1,46185,11887,No,Rarely Paid,39.5,174.5
Government,12th,14.71,2,64279,Khammam,Family,None,1,3553,43576,Yes,Always On Time,67.54,331.7
Unemployed,12th,4.72,0,53170,Medak,Family,Car,3,52408,9857,Yes,Always On Time,53.66,278.3
Labour,10th,19.72,2,42507,Mancherial,Rent,Car,1,20290,22236,Yes,Always On Time,64.17,313.85
Trader,Postgraduate,2.52,1,99609,Mancherial,Rent,Car,3,41797,9798,Yes,Regularly Late,70.25,351.25
Labour,12th,3.46,4,8000,Mahbubnagar,Rent,None,4,17788,38805,Yes,Always On Time,15.86,56.3
Government,Primary,6.98,0,86494,Mahabubabad,Rent,None,4,55079,1672,Yes,Regularly Late,73.72,361.6
Government,10th,5.88,3,89844,Warangal,Family,Car,2,31913,42744,Yes,Rarely Paid,63.74,312.7
Trader,Primary,16.24,3,60023,Medak,Family,2W,3,37322,16235,Yes,Regularly Late,64.37,327.85
Trader,Postgraduate,3.27,5,117858,Rangareddy,Own,Car,2,24377,8272,No,Always On Time,58.24,272.2
Trader,12th,5.13,1,45525,Mahabubabad,Rent,2W,3,38751,34265,No,Rarely Paid,47.12,250.6
Government,12th,19.75,1,110677,Nizamabad,Family,Car,1,32534,8401,No,Sometimes Late,96.29,488.45
Government,12th,14.18,3,57353,Warangal,Family,Car,1,52555,20429,Yes,Rarely Paid,59.95,313.75
Government,12th,12.21,1,80454,Jagtial,Own,None,3,47504,4022,No,Sometimes Late,75.21,389.05
Government,12th,15.68,5,104464,Adilabad,Own,Car,1,49375,45469,No,Sometimes Late,76.85,376.25
Farmer,10th,7.51,5,104083,Khammam,Family,None,2,36687,18496,Yes,Regularly Late,64.6,337.0
Government,Postgraduate,8.01,3,89109,Mahabubabad,Family,None,4,53586,5782,No,Regularly Late,66.57,307.85
Labour,Postgraduate,13.76,5,46527,Warangal,Family,2W,4,50185,29151,No,Always On Time,47.24,221.2
Government,Primary,16.67,3,74616,Jagtial,Own,Car,3,59202,33726,Yes,Always On Time,72.31,363.55
Labour,10th,8.48,1,108559,Adilabad,Own,None,3,59152,29263,Yes,Always On Time,79.39,395.95
Farmer,Primary,13.76,2,60076,Khammam,Family,2W,4,50452,28038,No,Sometimes Late,64.01,344.05
Farmer,Graduate,12.64,0,44666,Warangal,Own,None,4,3495,20457,No,Rarely Paid,61.29,303.45
Gig Worker,Postgraduate,15.35,0,85119,Kamareddy,Rent,2W,4,56330,20609,No,Always On Time,85.58,432.9
Government,Graduate,6.47,5,67554,Adilabad,Own,2W,1,10387,21249,No,Sometimes Late,46.82,238.1
Farmer,Postgraduate,19.02,4,63596,Kamareddy,Family,None,2,22784,16516,No,Always On Time,66.99,350.95
Trader,10th,7.97,0,83903,Medchal,Own,2W,1,35886,20760,No,Always On Time,73.91,378.55
Farmer,12th,15.4,2,32894,Kamareddy,Own,None,2,59385,3388,Yes,Sometimes Late,52.88,245.4
Farmer,Graduate,18.1,5,69285,Kamareddy,Family,2W,2,20923,1777,No,Always On Time,65.13,315.65
Labour,Postgraduate,17.03,4,22157,Mancherial,Family,Car,1,35287,13739,No,Sometimes Late,43.29,216.45
Unemployed,Graduate,4.34,5,22935,Nalgonda,Own,Car,2,48374,40736,Yes,Sometimes Late,21.31,128.55
Trader,Graduate,7.93,5,21065,Siddipet,Own,2W,3,27038,32341,No,Regularly Late,25.76,151.8
Labour,10th,19.18,4,78533,Adilabad,Own,Car,1,43661,44157,No,Always On Time,74.7,349.5
Trader,Postgraduate,8.54,4,71449,Bhadradri Kothagudem,Own,2W,1,9633,18382,Yes,Sometimes Late,55.2,251.0
Labour,Graduate,13.76,4,46913,Medak,Rent,None,2,7105,25920,Yes,Sometimes Late,50.76,275.8
Labour,Primary,19.37,4,110025,Nalgonda,Family,None,4,35366,840,Yes,Rarely Paid,85.72,414.6
Labour,10th,6.97,1,111855,Siddipet,Own,Car,2,24285,24175,No,Regularly Late,77.12,364.6
Government,Primary,12.18,1,101662,Mancherial,Family,Car,3,3251,34490,No,Rarely Paid,84.94,435.7
Trader,12th,16.51,4,96367,Rangareddy,Family,2W,4,55498,9648,No,Regularly Late,79.62,404.1
Unemployed,12th,15.42,4,69312,Hyderabad,Family,Car,2,54288,33640,No,Regularly Late,64.45,305.25
Trader,10th,5.39,2,16455,Mahbubnagar,Family,2W,3,44043,16357,No,Sometimes Late,29.65,163.25
Trader,10th,18.99,4,88190,Medak,Own,2W,3,34618,46622,Yes,Sometimes Late,79.25,405.25
Unemployed,Primary,4.93,4,29295,Nalgonda,Family,Car,4,10826,22209,Yes,Rarely Paid,28.71,136.55
Farmer,Graduate,5.29,5,97216,Bhadradri Kothagudem,Rent,Car,2,15415,2385,Yes,Regularly Late,59.88,321.4
Unemployed,Postgraduate,19.23,4,61774,Karimnagar,Family,2W,1,48461,37906,No,Rarely Paid,66.4,322.0
Unemployed,Primary,14.16,0,114151,Jagtial,Family,2W,1,51766,4429,No,Always On Time,91.24,433.2
Farmer,Primary,15.38,1,110893,Jagtial,Family,None,3,30744,37679,No,Sometimes Late,89.74,442.7
Government,10th,5.6,3,14475,Mahabubabad,Own,2W,4,6512,22628,No,Sometimes Late,25.64,126.2
Unemployed,12th,5.38,2,83886,Khammam,Own,None,2,49151,28795,No,Sometimes Late,63.35,323.75
Trader,10th,0.94,3,31875,Mahbubnagar,Rent,2W,4,56788,29488,Yes,Regularly Late,27.35,134.75
Labour,Primary,14.61,0,14600,Mancherial,Own,Car,2,6295,30976,Yes,Always On Time,49.21,231.05
Farmer,Graduate,4.73,2,75105,Mancherial,Own,Car,4,25295,9150,No,Sometimes Late,57.98,312.9
Trader,Primary,12.8,5,79278,Kamareddy,Rent,None,4,12435,31817,Yes,Always On Time,62.17,292.85
Gig Worker,12th,0.17,0,51513,Adilabad,Rent,None,2,28345,33054,Yes,Rarely Paid,46.01,240.05
Unemployed,Primary,9.05,4,52143,Jagtial,Family,Car,1,39471,44773,No,Sometimes Late,46.31,243.55
Trader,12th,10.34,2,22917,Mahabubabad,Family,None,1,43664,33426,No,Always On Time,40.3,215.5
Trader,12th,4.59,4,94150,Kamareddy,Own,2W,4,10683,30505,No,Always On Time,60.63,297.15
Labour,Primary,12.77,0,101085,Rangareddy,Family,None,4,41939,14696,Yes,Always On Time,89.16,454.8
Farmer,Graduate,10.41,3,19561,Nizamabad,Rent,Car,2,27058,39625,No,Always On Time,35.4,199.0
Gig Worker,Graduate,9.99,3,18825,Mahbubnagar,Own,2W,3,56323,49486,Yes,Regularly Late,34.4,171.0
Unemployed,10th,5.81,3,65111,Karimnagar,Own,Car,2,41615,849,No,Always On Time,51.27,265.35
Farmer,12th,18.04,5,9269,Hyderabad,Rent,2W,1,27554,33451,No,Rarely Paid,35.03,174.15
Labour,10th,14.25,3,19558,Kamareddy,Own,Car,4,5593,638,No,Regularly Late,41.15,208.75
Trader,Primary,8.87,0,72543,Nalgonda,Rent,Car,3,31521,29310,No,Regularly Late,69.58,339.9
Gig Worker,Primary,3.85,4,106042,Karimnagar,Own,None,2,46599,2386,Yes,Rarely Paid,62.44,332.2
Gig Worker,10th,8.96,1,62480,Medchal,Rent,2W,3,21687,2841,No,Always On Time,61.35,298.75
Trader,12th,12.31,0,113987,Adilabad,Rent,None,4,11700,32303,Yes,Regularly Late,88.46,418.3
Unemployed,Primary,18.45,1,83379,Rangareddy,Own,None,2,43076,17062,No,Always On Time,86.03,439.15
Gig Worker,12th,16.15,0,59409,Kamareddy,Rent,None,2,18940,37249,No,Rarely Paid,73.93,359.65
Government,Postgraduate,19.8,4,46355,Mahabubabad,Family,None,3,32433,49575,Yes,Sometimes Late,59.54,312.7
Trader,10th,7.76,1,10763,Jagtial,Family,2W,4,30518,28596,No,Always On Time,33.69,178.45
Farmer,Postgraduate,4.66,5,51385,Mahabubabad,Rent,Car,3,38478,23843,Yes,Rarely Paid,36.02,187.1
Farmer,12th,10.71,4,72285,Mahabubabad,Own,2W,3,16658,4564,Yes,Rarely Paid,58.87,272.35
Trader,Graduate,1.87,3,9741,Mancherial,Own,None,1,30875,4978,No,Regularly Late,17.68,95.4
Unemployed,10th,14.11,0,41386,Medchal,Own,Car,1,30990,27315,Yes,Always On Time,61.86,297.3
Farmer,Primary,10.61,2,100619,Karimnagar,Rent,2W,3,24001,28465,Yes,Regularly Late,79.25,391.25
Government,Primary,11.35,5,15156,Hyderabad,Rent,2W,4,32144,40504,Yes,Sometimes Late,27.94,161.7
Gig Worker,Primary,5.8,0,114471,Jagtial,Rent,None,1,30646,2162,Yes,Sometimes Late,78.7,387.5
Government,Primary,13.36,2,107072,Kamareddy,Family,2W,2,52907,33876,Yes,Always On Time,83.37,398.85
Labour,12th,7.75,4,103280,Khammam,Own,None,2,20527,44936,Yes,Regularly Late,68.29,322.45
Government,12th,18.69,4,77381,Bhadradri Kothagudem,Own,None,1,22596,33172,Yes,Always On Time,73.39,343.95
Unemployed,12th,8.38,1,88413,Nalgonda,Own,2W,2,5955,14687,Yes,Rarely Paid,73.44,358.2
Gig Worker,10th,3.31,0,9810,Karimnagar,Family,Car,2,12926,3592,Yes,Always On Time,29.87,156.35
Farmer,Postgraduate,16.15,3,63001,Jagtial,Own,2W,1,12892,46809,Yes,Regularly Late,65.73,350.65
Labour,10th,7.35,1,31356,Medak,Family,2W,2,24013,37048,Yes,Rarely Paid,43.37,202.85
Government,Primary,3.97,0,100706,Mahabubabad,Family,Car,4,50773,46787,Yes,Rarely Paid,75.95,375.75
Gig Worker,Graduate,14.6,4,76611,Mahabubabad,Own,Car,4,34685,26784,No,Sometimes Late,66.87,330.35
Labour,Graduate,7.08,2,100266,Karimnagar,Family,Car,4,18606,5028,Yes,Regularly Late,73.95,389.75
Government,10th,7.41,4,16962,Kamareddy,Family,None,1,49634,8198,No,Rarely Paid,26.26,135.3
Farmer,10th,7.7,4,17426,Mancherial,Family,None,3,31873,25285,Yes,Always On Time,26.93,146.65
Unemployed,Primary,0.59,4,53187,Nizamabad,Family,Car,2,56779,11858,Yes,Always On Time,34.15,182.75
Government,10th,11.54,3,16718,Khammam,Own,None,2,56415,46014,Yes,Rarely Paid,35.67,197.35
Government,Graduate,15.02,5,63224,Kamareddy,Family,Car,1,34216,47787,No,Sometimes Late,57.48,269.4
Government,Graduate,14.06,0,64196,Mahbubnagar,Rent,None,3,23480,24173,Yes,Sometimes Late,73.19,366.95
Trader,10th,16.36,0,28111,Warangal,Rent,2W,2,31191,35504,No,Rarely Paid,58.6,294.0
Labour,Postgraduate,11.67,2,69058,Nalgonda,Rent,None,3,51426,859,No,Regularly Late,65.37,334.85
Government,10th,14.03,5,108280,Karimnagar,Own,None,1,30732,18833,No,Rarely Paid,74.38,366.9
Farmer,Primary,16.54,4,110531,Bhadradri Kothagudem,Family,Car,2,51128,32705,No,Sometimes Late,81.48,411.4
Trader,Primary,3.36,0,119306,Bhadradri Kothagudem,Rent,Car,4,59141,35250,Yes,Always On Time,75.04,382.2
Trader,Primary,4.02,3,74149,Mahbubnagar,Family,None,4,50819,10437,Yes,Rarely Paid,53.1,267.5
Unemployed,Postgraduate,2.72,1,75059,Nalgonda,Family,2W,3,8195,2267,Yes,Regularly Late,58.28,312.4
Farmer,Graduate,17.93,1,114692,Adilabad,Family,Car,2,20637,24972,No,Sometimes Late,93.56,474.8
Gig Worker,Graduate,5.22,0,36458,Rangareddy,Rent,2W,4,38462,955,Yes,Sometimes Late,46.06,209.3
Trader,Graduate,0.54,3,31101,Siddipet,Own,Car,4,41905,14157,No,Rarely Paid,26.36,153.8
Farmer,Primary,1.74,5,46530,Khammam,Own,2W,4,48179,34866,No,Regularly Late,29.21,139.05
Farmer,Primary,7.66,3,82015,Medak,Family,2W,4,40353,17465,No,Rarely Paid,62.5,290.5
Labour,10th,7.8,2,24625,Bhadradri Kothagudem,Family,2W,4,50367,35241,Yes,Regularly Late,37.35,195.75
Labour,10th,5.22,3,93314,Siddipet,Rent,None,1,31016,13522,No,Sometimes Late,64.49,345.45
Trader,12th,14.91,3,59898,Karimnagar,Rent,Car,3,6124,1984,Yes,Sometimes Late,62.31,302.55
Gig Worker,Graduate,13.06,5,41979,Medak,Family,2W,1,56377,18792,No,Regularly Late,43.91,237.55
Farmer,10th,9.85,1,70456,Adilabad,Rent,None,1,58015,38263,No,Sometimes Late,66.67,335.35
Labour,12th,2.62,3,96323,Medak,Own,2W,4,7566,29173,Yes,Always On Time,62.09,314.45
Trader,Primary,2.48,2,52892,Kamareddy,Rent,2W,1,43313,7365,No,Always On Time,43.5,220.5
Government,12th,18.25,0,14783,Medchal,Rent,Car,2,37619,2650,Yes,Sometimes Late,54.77,293.85
Trader,12th,2.55,2,32309,Siddipet,Rent,2W,4,14317,43086,Yes,Regularly Late,33.31,146.55
Government,12th,14.09,1,117559,Mahabubabad,Family,None,1,56180,16924,Yes,Rarely Paid,87.8,448.0
Gig Worker,Graduate,14.59,3,35724,Warangal,Rent,2W,1,47970,10914,Yes,Always On Time,49.75,263.75
Government,Graduate,6.95,1,24869,Karimnagar,Own,None,3,10577,39623,Yes,Rarely Paid,39.53,208.65
Unemployed,Graduate,17.93,0,77074,Medak,Rent,Car,3,3676,21816,Yes,Rarely Paid,85.43,425.15
Gig Worker,12th,7.91,1,18624,Medchal,Rent,None,3,45591,47203,Yes,Always On Time,37.84,192.2
Farmer,12th,17.32,5,51169,Bhadradri Kothagudem,Own,None,4,9839,44490,Yes,Sometimes Late,54.9,297.5
Unemployed,10th,13.49,4,86859,Mancherial,Rent,None,4,59125,22377,No,Rarely Paid,70.33,371.65
Government,10th,11.41,2,30765,Rangareddy,Rent,2W,1,23206,31706,Yes,Always On Time,45.83,234.15
Trader,Graduate,18.86,2,76918,Adilabad,Family,None,1,43587,10298,Yes,Regularly Late,80.08,409.4
Trader,Primary,1.72,3,19360,Bhadradri Kothagudem,Rent,None,2,25871,37419,Yes,Always On Time,22.26,118.3
Trader,Graduate,11.01,3,106811,Bhadradri Kothagudem,Rent,2W,3,17260,26562,No,Sometimes Late,76.52,377.6
Trader,10th,18.4,4,11917,Karimnagar,Rent,None,2,34099,24819,Yes,Always On Time,40.23,207.15
Government,Primary,5.46,4,8307,Warangal,Own,None,4,35891,6789,Yes,Rarely Paid,19.01,92.05
Gig Worker,12th,3.74,2,110567,Medak,Family,None,1,49357,26856,Yes,Sometimes Late,68.94,351.7
Trader,10th,17.52,3,90362,Khammam,Own,2W,4,32232,34074,Yes,Rarely Paid,81.46,384.3
Farmer,12th,10.17,3,103697,Warangal,Rent,2W,3,40153,44174,Yes,Rarely Paid,75.25,368.25
Labour,10th,15.5,5,81142,Kamareddy,Own,2W,1,25853,30380,No,Sometimes Late,67.15,334.75
Farmer,12th,17.91,5,105368,Bhadradri Kothagudem,Own,Car,3,52028,29039,No,Rarely Paid,80.2,417.0
Government,12th,0.67,4,21395,Karimnagar,Family,Car,2,29748,26330,Yes,Regularly Late,18.37,96.85
Government,Primary,4.45,5,13967,Rangareddy,Own,None,1,22496,12097,No,Always On Time,16.99,61.95
Government,10th,3.07,4,65555,Jagtial,Family,Car,2,28674,37728,No,Sometimes Late,44.05,234.25
Gig Worker,Graduate,8.42,0,108679,Nizamabad,Rent,2W,4,50021,30696,No,Regularly Late,82.63,433.15
Unemployed,Graduate,17.57,0,27571,Jagtial,Rent,Car,3,28750,34553,No,Regularly Late,60.14,298.7
Trader,12th,16.55,2,66337,Mahbubnagar,Family,None,3,53508,29596,No,Sometimes Late,71.33,380.65
Government,10th,1.88,1,16276,Mancherial,Family,Car,2,21989,46292,No,Always On Time,27.62,144.1
Trader,12th,15.01,1,114283,Karimnagar,Own,None,3,4638,15519,Yes,Always On Time,89.18,466.9
Gig Worker,12th,10.11,0,116354,Rangareddy,Rent,Car,4,54486,26573,Yes,Rarely Paid,85.17,421.85
Farmer,Graduate,19.11,3,60553,Jagtial,Rent,Car,3,54353,14968,Yes,Rarely Paid,68.94,341.7
Government,Postgraduate,8.45,2,71763,Mancherial,Own,2W,4,50709,18086,No,Sometimes Late,61.89,285.45
Farmer,Postgraduate,19.73,5,65363,Warangal,Family,Car,1,39588,18577,No,Rarely Paid,65.61,329.05
Gig Worker,12th,15.36,3,83221,Medak,Own,Car,1,3214,42029,Yes,Rarely Paid,74.65,389.25
Farmer,Primary,6.2,5,82882,Rangareddy,Family,Car,2,44388,11486,No,Always On Time,54.07,246.35
Trader,10th,3.38,2,59186,Karimnagar,Rent,None,2,45524,46541,Yes,Rarely Paid,48.0,240.0
Government,Primary,15.27,2,106444,Medak,Rent,Car,2,19199,29693,Yes,Regularly Late,86.24,422.2
Labour,12th,9.32,5,92323,Bhadradri Kothagudem,Own,None,2,10854,23314,No,Always On Time,63.47,331.35
Labour,Graduate,1.6,4,46304,Hyderabad,Rent,2W,1,30413,5900,Yes,Always On Time,32.22,168.1
Gig Worker,Postgraduate,14.51,3,10098,Mahabubabad,Rent,None,1,13241,20950,No,Sometimes Late,36.81,167.05
Gig Worker,12th,2.77,2,39688,Medak,Family,None,4,40263,43536,No,Regularly Late,37.33,203.65
Gig Worker,12th,9.21,0,102965,Medak,Own,2W,4,55222,31634,Yes,Regularly Late,83.81,441.05
Gig Worker,12th,5.86,1,80517,Bhadradri Kothagudem,Family,Car,4,9441,44148,Yes,Regularly Late,65.72,341.6
Farmer,12th,18.19,4,103190,Jagtial,Rent,Car,1,10825,7196,No,Rarely Paid,83.95,422.75
Government,Primary,5.94,2,59497,Medak,Rent,None,3,30062,25411,No,Sometimes Late,51.99,275.95
Unemployed,Primary,16.85,0,118700,Mahbubnagar,Rent,2W,4,32955,1691,No,Sometimes Late,95.28,476.4
Gig Worker,Primary,6.88,4,53200,Khammam,Rent,None,3,48008,14013,Yes,Always On Time,43.59,226.95
Farmer,Graduate,17.35,0,90680,Rangareddy,Family,Car,4,26111,27396,No,Always On Time,91.37,480.85
Gig Worker,10th,9.76,4,19215,Hyderabad,Family,None,3,38473,36944,No,Regularly Late,30.91,153.55
Farmer,Primary,14.14,4,81307,Siddipet,Family,2W,2,44044,13214,Yes,Rarely Paid,68.53,340.65
Unemployed,10th,19.84,3,21557,Adilabad,Own,2W,1,51067,1484,Yes,Rarely Paid,50.54,239.7
Labour,Primary,16.69,0,40815,Bhadradri Kothagudem,Rent,2W,4,11690,21705,No,Sometimes Late,65.44,308.2
Gig Worker,10th,0.92,0,25113,Jagtial,Rent,2W,1,57314,22247,No,Rarely Paid,33.94,179.7
Trader,Postgraduate,11.41,2,37990,Warangal,Rent,None,4,6881,28541,Yes,Sometimes Late,49.44,266.2
Unemployed,12th,3.84,0,79968,Kamareddy,Family,2W,1,29291,12302,No,Sometimes Late,65.74,322.7
Government,Primary,0.07,4,48333,Kamareddy,Rent,Car,3,35594,45997,Yes,Sometimes Late,30.94,129.7
Trader,Primary,0.94,0,15099,Bhadradri Kothagudem,Own,2W,3,33784,20630,No,Sometimes Late,28.96,126.8
Trader,Postgraduate,13.96,2,99797,Jagtial,Family,2W,1,50547,47917,Yes,Always On Time,84.17,440.85
Trader,10th,13.65,5,33116,Mancherial,Family,Car,2,30452,31366,No,Always On Time,40.37,191.85
Farmer,Graduate,1.68,3,38421,Nalgonda,Own,Car,4,8414,6321,No,Regularly Late,31.73,146.65
Gig Worker,12th,15.4,4,23909,Medak,Rent,2W,1,4252,46201,Yes,Sometimes Late,41.72,194.6
Trader,Primary,14.54,3,41527,Siddipet,Rent,None,1,41465,4239,No,Regularly Late,52.57,259.85
Labour,Primary,3.03,1,14694,Hyderabad,Own,Car,4,25989,5341,No,Rarely Paid,28.56,131.8
Trader,10th,19.69,3,55012,Mancherial,Own,None,1,58929,12892,No,Always On Time,67.04,337.2
Gig Worker,12th,9.53,0,51881,Karimnagar,Rent,2W,3,17487,43756,Yes,Sometimes Late,60.24,309.2
Government,Postgraduate,2.92,2,21496,Medchal,Own,2W,2,27442,6452,No,Always On Time,28.46,118.3
Government,Graduate,13.56,4,107098,Mahbubnagar,Family,2W,4,6518,46022,No,Always On Time,77.01,391.05
Labour,Postgraduate,1.92,0,81147,Adilabad,Rent,Car,3,44863,34220,Yes,Regularly Late,63.45,314.25
Farmer,12th,4.99,4,79215,Kamareddy,Own,None,1,13966,42256,No,Sometimes Late,53.76,264.8
Unemployed,10th,16.91,5,43756,Mahbubnagar,Rent,2W,2,37668,30605,Yes,Sometimes Late,50.58,251.9
Unemployed,Graduate,11.01,4,119743,Adilabad,Family,Car,3,59713,8219,Yes,Regularly Late,73.18,361.9
Trader,12th,13.25,3,99109,Nizamabad,Family,2W,2,38592,16442,No,Always On Time,79.43,393.15
Unemployed,Graduate,8.86,1,96139,Bhadradri Kothagudem,Rent,Car,2,51240,33084,No,Sometimes Late,78.03,413.15
Unemployed,12th,5.63,5,97199,Mahabubabad,Family,None,1,9389,37424,Yes,Regularly Late,60.38,317.9
Farmer,12th,0.53,2,74525,Adilabad,Family,2W,2,12972,8499,Yes,Always On Time,51.39,236.95
Gig Worker,Postgraduate,14.5,3,87190,Nizamabad,Rent,2W,2,22847,41635,Yes,Always On Time,75.34,365.7
Unemployed,Primary,1.21,3,43241,Nizamabad,Rent,Car,1,4581,26884,Yes,Sometimes Late,33.44,184.2
Trader,Graduate,15.99,2,103990,Mahbubnagar,Own,Car,1,36880,39740,Yes,Rarely Paid,87.32,447.6
Gig Worker,Primary,4.35,0,50703,Jagtial,Rent,None,2,23349,17167,No,Regularly Late,51.88,266.4
Trader,Primary,17.62,0,30423,Khammam,Rent,2W,3,57404,36647,No,Always On Time,61.64,290.2
Gig Worker,Primary,0.82,4,37198,Rangareddy,Own,None,1,29614,21027,Yes,Always On Time,26.5,150.5
Labour,Graduate,6.34,3,12026,Nalgonda,Own,Car,1,15313,15162,No,Regularly Late,25.52,145.6
Labour,Primary,10.04,4,91057,Hyderabad,Own,Car,4,28573,37496,No,Always On Time,67.26,315.3
Government,Postgraduate,10.59,0,65413,Adilabad,Rent,2W,1,16856,38967,Yes,Always On Time,68.59,355.95
Trader,Postgraduate,1.63,1,21461,Hyderabad,Own,2W,2,34969,24663,No,Rarely Paid,29.84,127.2
Government,Primary,10.36,5,101228,Medchal,Family,Car,3,22177,35619,Yes,Regularly Late,68.87,324.35
Labour,Graduate,14.17,3,98503,Kamareddy,Family,Car,2,29204,38197,Yes,Rarely Paid,80.51,421.55
Government,10th,13.16,5,92138,Rangareddy,Family,None,1,48169,8444,No,Regularly Late,69.14,351.7
Labour,Postgraduate,19.73,0,113024,Hyderabad,Own,Car,1,43108,35303,Yes,Always On Time,99.59,500.0
Unemployed,Graduate,11.51,5,116065,Warangal,Family,2W,3,54133,33061,No,Regularly Late,70.6,374.0
Labour,Postgraduate,13.43,4,55423,Jagtial,Family,2W,2,57590,2675,No,Sometimes Late,54.52,281.6
Farmer,10th,13.69,2,78359,Medak,Rent,None,3,7259,3472,Yes,Sometimes Late,73.05,379.25
Labour,Graduate,8.03,4,51118,Warangal,Rent,None,4,43021,21872,Yes,Regularly Late,44.27,211.35
Gig Worker,Graduate,5.62,4,68870,Nizamabad,Rent,None,2,48850,18937,Yes,Always On Time,49.53,234.65
Gig Worker,12th,18.23,1,36904,Medchal,Own,2W,3,38194,30272,No,Regularly Late,62.46,336.3
Labour,12th,7.85,1,112289,Mancherial,Own,None,3,27182,5195,No,Sometimes Late,78.44,408.2
Gig Worker,Graduate,6.45,5,38656,Medchal,Own,None,3,3863,32419,No,Always On Time,32.34,165.7
Farmer,Graduate,11.71,5,18032,Medak,Own,None,1,4826,7694,No,Regularly Late,29.91,142.55
Government,Graduate,1.32,3,65498,Siddipet,Family,None,3,48941,5172,No,Rarely Paid,44.73,214.65
Farmer,Graduate,1.67,1,92053,Warangal,Family,2W,2,58683,10097,No,Sometimes Late,65.2,319.0
Labour,Graduate,3.16,1,114401,Medak,Rent,Car,1,23394,28516,Yes,Rarely Paid,71.41,359.05
Government,12th,10.84,2,81976,Nalgonda,Family,None,4,21199,43914,Yes,Sometimes Late,70.58,352.9
Trader,Postgraduate,3.81,3,98846,Khammam,Family,Car,4,12806,48358,No,Sometimes Late,65.14,336.7
Government,10th,13.47,3,94045,Nizamabad,Rent,Car,4,5475,9451,No,Rarely Paid,77.23,386.15
Gig Worker,Graduate,0.64,1,38782,Siddipet,Rent,Car,3,6736,5066,No,Rarely Paid,37.02,182.1
Government,Graduate,15.56,5,100445,Kamareddy,Own,Car,4,20782,8392,No,Regularly Late,76.67,366.35
Unemployed,Postgraduate,4.56,5,112436,Jagtial,Own,None,4,16629,18038,No,Regularly Late,60.17,286.85
Labour,Postgraduate,12.38,2,22767,Rangareddy,Rent,2W,1,23479,25004,Yes,Rarely Paid,43.29,191.45
Trader,12th,9.25,4,56607,Nizamabad,Rent,Car,3,13038,40160,Yes,Always On Time,48.85,219.25
Farmer,12th,2.27,2,36852,Adilabad,Own,2W,3,49527,47007,No,Sometimes Late,35.16,196.8
Government,Postgraduate,5.18,2,20653,Nizamabad,Family,2W,1,3964,35783,Yes,Rarely Paid,31.43,165.15
Farmer,Graduate,3.22,1,80725,Karimnagar,Family,Car,1,15702,2004,No,Regularly Late,61.86,315.3
Gig Worker,Primary,7.41,2,68543,Medak,Own,2W,3,48928,3863,Yes,Sometimes Late,58.72,315.6
Gig Worker,Primary,4.15,5,60713,Kamareddy,Rent,Car,4,53307,36294,No,Rarely Paid,39.91,198.55
Labour,Postgraduate,9.86,5,90612,Bhadradri Kothagudem,Own,2W,2,27752,19630,Yes,Always On Time,63.43,331.15
Trader,10th,3.33,0,101045,Karimnagar,Rent,None,4,3286,40579,Yes,Always On Time,75.0,394.0
Unemployed,10th,2.05,0,25461,Bhadradri Kothagudem,Own,2W,3,15793,42277,Yes,Always On Time,35.81,154.05
Labour,Graduate,2.55,3,96759,Medchal,Own,2W,2,36264,39700,Yes,Regularly Late,62.2,301.0
Labour,Graduate,9.97,3,86235,Kamareddy,Rent,2W,1,52836,43736,No,Rarely Paid,68.07,353.35
